Compound ID,Target,Assay (Percent degradation),DOI,DC50,Dmax,Assay (DC50/Dmax),PROTAC to Target
2836,BTK C481S,,10.1016/j.ejmech.2021.113820,52.3,84.8,Degradation of BTK C481S in TMD8 cells after 24 h treatment,
2836,BTK,,10.1016/j.ejmech.2021.113820,8.3,92.4,Degradation of BTK in JeKo-1 cells after 24 h treatment,
2837,BTK C481S,,10.1016/j.ejmech.2021.113820,,,,
2837,BTK,22.8/33.8 (WB),10.1016/j.ejmech.2021.113820,,,,% BTK degradation in JeKo-1 cells at 100/1000 nM
2838,BTK C481S,,10.1016/j.ejmech.2021.113820,,,,
2838,BTK,7/0 (WB),10.1016/j.ejmech.2021.113820,,,,% BTK degradation in JeKo-1 cells at 100/1000 nM
2839,BTK C481S,,10.1016/j.ejmech.2021.113820,,,,
2839,BTK,22/6 (WB),10.1016/j.ejmech.2021.113820,,,,% BTK degradation in JeKo-1 cells at 100/1000 nM
2840,BTK,,10.1016/j.ejmech.2021.113820,32.3,76.9,Degradation of BTK in JeKo-1 cells after 24 h treatment,
2840,BTK C481S,,10.1016/j.ejmech.2021.113820,30.1,84.3,Degradation of BTK C481S in TMD8 cells after 24 h treatment,
2841,BTK,,10.1016/j.ejmech.2021.113820,12.1,78,Degradation of BTK in JeKo-1 cells after 24 h treatment,
2841,BTK C481S,,10.1016/j.ejmech.2021.113820,37.9,83.5,Degradation of BTK C481S in TMD8 cells after 24 h treatment,
2842,BTK,,10.1016/j.ejmech.2021.113820,41.9,93,Degradation of BTK in JeKo-1 cells after 24 h treatment,
2842,BTK C481S,,10.1016/j.ejmech.2021.113820,42.9,90.7,Degradation of BTK C481S in TMD8 cells after 24 h treatment,
2843,HDAC6,,10.1021/acschembio.1c00681,108.9,88,Degradation of HDAC6 in K562 cells after 8 h treatment,
2844,HDAC6,,10.1021/acschembio.1c00681,,25,,
2845,HDAC6,,10.1021/acschembio.1c00681,,6.3,,
2846,HDAC6,,10.1021/acschembio.1c00681,,17,,
2847,HDAC6,,10.1021/acschembio.1c00681,,42,,
2848,JAK3,72 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2848,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
2848,JAK2,77 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK2 degradation in MHH-CALL-4 cells at 100 nM
2849,JAK2,40 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK2 degradation in MHH-CALL-4 cells at 100 nM
2849,JAK3,29 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2850,JAK2,,10.1021/acsmedchemlett.1c00650,21,,Degradation of JAK2 in MHH-CALL-4 cells after 24 h treatment,
2850,JAK3,61 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2851,JAK2,77 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK2 degradation in MHH-CALL-4 cells at 100 nM
2851,JAK3,58 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2851,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
2852,JAK2,,10.1021/acsmedchemlett.1c00650,14,,Degradation of JAK2 in MHH-CALL-4 cells after 24 h treatment,
2852,JAK3,43 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2853,JAK2,,10.1021/acsmedchemlett.1c00650,17,,Degradation of JAK2 in MHH-CALL-4 cells after 24 h treatment,
2853,JAK3,,10.1021/acsmedchemlett.1c00650,,,,
2854,JAK2,72 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK2 degradation in MHH-CALL-4 cells at 100 nM
2854,JAK3,54 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2855,JAK2,,10.1021/acsmedchemlett.1c00650,26,,Degradation of JAK2 in MHH-CALL-4 cells after 24 h treatment,
2855,JAK3,42 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2856,JAK2,1/32/69/19 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK2 degradation in MHH-CALL-4 cells at 1/10/100/1000 nM
2856,JAK3,72 (WB),10.1021/acsmedchemlett.1c00650,,,,% JAK3 degradation in MHH-CALL-4 cells at 100 nM
2857,JAK3,,10.1021/acsmedchemlett.1c00650,11,92,Degradation of JAK3 in PDX SJBALL020589 cells after 24 h treatment,
2857,JAK2,,10.1021/acsmedchemlett.1c00650,14/24,90/82,Degradation of JAK2 in PDX SJBALL020589/MHH-CALL-4 cells after 24 h treatment,
2857,JAK2 R683G,,10.1021/acsmedchemlett.1c00650,74,,Degradation of JAK2 R683G in KOPN49 cells after 24 h treatment,
2858,JAK2,,10.1021/acsmedchemlett.1c00650,,,,
2858,JAK3,,10.1021/acsmedchemlett.1c00650,,,,
2859,JAK2,,10.1021/acsmedchemlett.1c00650,,,,
2859,JAK3,,10.1021/acsmedchemlett.1c00650,,,,
2860,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2861,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2862,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2863,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2864,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2865,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2866,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2867,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,8,,Degradation of EGFR del19/T790M/C797S in Ba/F3 cells after 3 h treatment,
2867,EGFR e19d,0/30/30/53/29 (WB),10.1021/acsmedchemlett.1c00645,,,,% EGFR del19 degradation in HCC827 cells at 5/10/50/100/500 nM
2867,EGFR L858R/T790M,10/7/7/27/34 (WB),10.1021/acsmedchemlett.1c00645,,,,% EGFR EGFR L858R/T790M degradation in H1975 cells at 5/10/50/100/500 nM
2868,EGFR del19/T790M/C797S,,10.1021/acsmedchemlett.1c00645,,,,
2869,STAT3,,10.1021/acsmedchemlett.1c00155,120/17/1200,,Degradation of STAT3 in MOLM-16/SU-DHL-1/SUP-M2 cells after 4/14/14 h treatment,
2870,FGFR2,,10.1002/anie.202101328,,,,
2871,FGFR2,,10.1002/anie.202101328,,,,
2872,FGFR2,,10.1002/anie.202101328,,,,
2873,FGFR2,,10.1002/anie.202101328,,,,
2874,FGFR2,,10.1002/anie.202101328,,,,
2875,FGFR2,,10.1002/anie.202101328,,,,
2876,FGFR2,,10.1002/anie.202101328,,,,
2877,FGFR2,,10.1002/anie.202101328,,,,
2878,FGFR2,,10.1002/anie.202101328,70,74,Degradation of FGFR2 in KATO III cells after 6 h treatment,
2878,FGFR1,,10.1002/anie.202101328,4.35,85,Degradation of FGFR1 in CCLP1 cells after 16 h treatment,
2879,FGFR2,,10.1002/anie.202101328,,,,
2880,FGFR2,,10.1002/anie.202101328,,,,
2881,FGFR2,,10.1002/anie.202101328,,,,
2882,FGFR2,,10.1002/anie.202101328,,,,
2883,FGFR2,,10.1002/anie.202101328,,,,
2884,FGFR2,,10.1002/anie.202101328,,,,
2885,FGFR2,,10.1002/anie.202101328,,,,
2886,CCR9,,10.1002/anie.202116782,,,,
2887,FAK,,10.1002/anie.202109237,125.9,,Degradation of FAK in A549 cells after 24 h treatment,
2888,FAK,,10.1002/anie.202109237,20,,Degradation of FAK in A549 cells after 24 h treatment,
2889,FAK,,10.1002/anie.202109237,158.5,,Degradation of FAK in A549 cells after 24 h treatment,
2890,FAK,,10.1002/anie.202109237,31.6,,Degradation of FAK in A549 cells after 24 h treatment,
2891,FAK,,10.1002/anie.202109237,39.8,,Degradation of FAK in A549 cells after 24 h treatment,
2892,FAK,,10.1002/anie.202109237,4,,Degradation of FAK in A549 cells after 24 h treatment,
2893,BRD4,,10.1002/anie.202108848,,,,
2893,BRD2,,10.1002/anie.202108848,,,,
2894,BRD4,,10.1002/anie.202108848,,,,
2894,BRD2,,10.1002/anie.202108848,,,,
2895,BRD2,,10.1002/anie.202108848,,,,
2895,BRD4,,10.1002/anie.202108848,,,,
2896,BRD4,,10.1002/anie.202108848,,,,
2896,BRD2,,10.1002/anie.202108848,,,,
2897,BRD2,,10.1002/anie.202108848,,,,
2897,BRD4,,10.1002/anie.202108848,,,,
2898,BRD4,,10.1002/anie.202108848,0.87/0.16,,Degradation of BRD4 in MV4-11 cells after 12/24 h treatment,
2898,BRD2,,10.1002/anie.202108848,,,,
2898,BRD4,,10.1002/anie.202108848,24,,Degradation of BRD4 in HD-MB03 cells after 12 h treatment,
2899,BRD2,,10.1002/anie.202108848,,,,
2899,BRD4,,10.1002/anie.202108848,,,,
2900,BRD2,,10.1002/anie.202108848,,,,
2900,BRD4,,10.1002/anie.202108848,,,,
2901,MIF,0/16,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2902,MIF,0/31,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2903,MIF,0/22,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2904,MIF,0/50,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2905,MIF,0/58,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2906,MIF,0/0,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2907,MIF,0/61,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2908,MIF,21/51,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2909,MIF,,10.1002/anie.202101864,1500,,Degradation of MIF in A549 cells after 12 h treatment,
2910,MIF,55/61,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2911,MIF,0/40,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2912,MIF,0/38,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2913,MIF,,10.1002/anie.202101864,100,90-95,Degradation of MIF in A549 cells after 12 h treatment,
2914,MIF,51/64,10.1002/anie.202101864,,,,% MIF degradation in A549 cells after 12 h treatment at 2000/20000 nM
2915,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2916,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2917,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2918,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2919,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2920,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2921,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2922,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2923,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2924,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2925,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2926,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2927,PI3Kalpha,,10.1016/j.bmc.2022.116707,,,,
2928,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2928,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2928,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2928,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2929,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2929,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2929,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2929,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2930,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2930,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2930,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2930,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2931,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2931,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2931,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2931,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2932,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2932,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2932,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2932,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2933,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2933,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2933,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2933,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2934,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2934,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2934,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2934,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2935,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2935,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2935,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2935,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2936,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2936,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2936,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2936,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2937,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2937,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2937,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2937,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2938,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2938,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2938,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2938,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2939,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2939,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2939,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2939,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2940,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2940,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2940,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2940,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2941,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2941,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2941,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2941,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2942,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2942,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2942,FLT3-ITD,,10.1016/j.bioorg.2021.105508,76.7,,Degradation of FLT3-ITD in BaF3 FLT3-ITD cells after 24 h treatment,
2942,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2943,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2943,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2943,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2943,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2944,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2944,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2944,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2944,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2945,FLT3-ITD,,10.1016/j.bioorg.2021.105508,,,,
2945,FLT3-ITD-F691L,,10.1016/j.bioorg.2021.105508,,,,
2945,FLT3,,10.1016/j.bioorg.2021.105508,,,,
2945,FLT3-ITD-D835V,,10.1016/j.bioorg.2021.105508,,,,
2946,MYC,,10.1016/j.bioorg.2021.105505,,,,
2947,MDM2,,10.1016/j.bioorg.2021.104901,,,,
2948,MDM2,,10.1016/j.bioorg.2021.104901,,,,
2949,MDM2,,10.1016/j.bioorg.2021.104901,,,,
2950,MDM2,,10.1016/j.bioorg.2021.104901,,,,
2951,MDM2,,10.1016/j.bioorg.2021.104901,,,,
2952,MDM2,,10.1016/j.bioorg.2021.104901,,,,
2953,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2954,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2955,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2956,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2957,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2958,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2959,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2960,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2961,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2962,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2963,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2964,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2965,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2966,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2967,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2968,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2969,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2970,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2971,PD-L1,,10.1016/j.bioorg.2021.104833,,,,
2972,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2973,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2974,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2975,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2976,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2977,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2978,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2979,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2980,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2981,KRAS G12C,,10.1016/j.bioorg.2021.105447,,N.D.,,
2982,KRAS G12C,,10.1016/j.bioorg.2021.105447,,,,
2983,KRAS G12C,,10.1016/j.bioorg.2021.105447,,,,
2984,KRAS G12C,,10.1016/j.bioorg.2021.105447,,,,
2985,KRAS G12C,,10.1016/j.bioorg.2021.105447,1250/2500,,Degradation of KRAS G12C in NCI-H358/NCI-H23 cells after 48 h treatment,
2986,KRAS G12C,,10.1016/j.bioorg.2021.105447,,,,
2987,KRAS G12C,,10.1016/j.bioorg.2021.105447,,,,
2988,KRAS G12C,,10.1016/j.bioorg.2021.105447,,,,
2989,KRAS G12C,,10.1016/j.bioorg.2021.105447,,,,
2990,SHP2,,10.1021/acs.biochem.1c00377,,N.D.,,
2991,SHP2,,10.1021/acs.biochem.1c00377,,N.D.,,
2992,SHP2,,10.1021/acs.biochem.1c00377,,N.D.,,
2993,SHP2,,10.1021/acs.biochem.1c00377,,N.D.,,
2994,SHP2,,10.1021/acs.biochem.1c00377,,,,
2994,SHP2 F285S,,10.1021/acs.biochem.1c00377,,,,
2995,SHP2 F285S,,10.1021/acs.biochem.1c00377,,,,
2995,SHP2,,10.1021/acs.biochem.1c00377,,,,
2996,SHP2,,10.1021/acs.biochem.1c00377,,,,
2996,SHP2 F285S,,10.1021/acs.biochem.1c00377,,,,
2997,Wee1,,10.1016/j.bmcl.2022.128636,,,,
2998,Wee1,,10.1016/j.bmcl.2022.128636,,,,
2999,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3000,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3001,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3002,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3003,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3004,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3005,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3006,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3007,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3008,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3009,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3010,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3011,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3012,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3013,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3014,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3015,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3016,Wee1,,10.1016/j.bmcl.2022.128636,,,,
3017,AR-V7,,10.1016/j.bmcl.2021.128448,,N.D.,,
3018,AR-V7,,10.1016/j.bmcl.2021.128448,350,53,Degradation of AR-V7 in 22RV1 cells after 24 h treatment,
3019,AR-V7,,10.1016/j.bmcl.2021.128448,,N.D.,,
3020,AR-V7,,10.1016/j.bmcl.2021.128448,,N.D.,,
3021,AR-V7,,10.1016/j.bmcl.2021.128448,320,67,Degradation of AR-V7 in 22RV1 cells after 24 h treatment,
3022,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3023,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3024,AR-V7,,10.1016/j.bmcl.2021.128448,>10000,,Degradation of AR-V7 in 22RV1 cells after 24 h treatment,
3025,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3026,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3027,AR-V7,,10.1016/j.bmcl.2021.128448,>10000,,Degradation of AR-V7 in 22RV1 cells after 24 h treatment,
3028,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3029,AR-V7,,10.1016/j.bmcl.2021.128448,>10000,,Degradation of AR-V7 in 22RV1 cells after 24 h treatment,
3030,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3031,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3032,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3033,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3034,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3035,AR-V7,,10.1016/j.bmcl.2021.128448,>10000,,Degradation of AR-V7 in 22RV1 cells after 24 h treatment,
3036,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3037,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3038,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3039,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3040,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3041,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3042,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3043,AR-V7,,10.1016/j.bmcl.2021.128448,,,,
3044,TACC3,,10.1111/cas.13198,,,,
3045,TACC3,,10.1111/cas.13198,,,,
3046,TACC3,,10.1111/cas.13198,,,,
3047,FGFR3-TACC3,,10.1016/j.bmcl.2022.128584,,,,
3048,FGFR3-TACC3,,10.1016/j.bmcl.2022.128584,,,,
3049,FGFR3-TACC3,,10.1016/j.bmcl.2022.128584,,,,
3050,FGFR3-TACC3,,10.1016/j.bmcl.2022.128584,,,,
3051,FGFR3-TACC3,,10.1016/j.bmcl.2022.128584,,,,
3052,FGFR3-TACC3,,10.1016/j.bmcl.2022.128584,,,,
3053,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3054,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3055,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3056,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3057,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3058,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3059,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3060,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3061,AR,>=50/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3062,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3063,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3064,AR,>=90/>=90,10.1021/acsmedchemlett.1c00498,,,,% AR degradation in Vcap cells after 24 h treatment at 10/100 nM
3065,IRAK1,,10.1021/acsmedchemlett.1c00244,16,95,Degradation of IRAK1 in HEK293T cells after 24 h treatment,
3066,IRAK1,,10.1021/acsmedchemlett.1c00244,3,96,Degradation of IRAK1 in HEK293T cells after 24 h treatment,
3067,IRAK1,,10.1021/acsmedchemlett.1c00244,16,97,Degradation of IRAK1 in HEK293T cells after 24 h treatment,
3068,IRAK1,,10.1021/acsmedchemlett.1c00244,9,90,Degradation of IRAK1 in HEK293T cells after 24 h treatment,
3069,IRAK1,,10.1021/acsmedchemlett.1c00244,13,96,Degradation of IRAK1 in HEK293T cells after 24 h treatment,
3070,IRAK1,,10.1021/acsmedchemlett.1c00244,13,94,Degradation of IRAK1 in HEK293T cells after 24 h treatment,
3071,IRAK1,,10.1021/acsmedchemlett.1c00244,21,96,Degradation of IRAK1 in HEK293T cells after 24 h treatment,
3072,IRAK1,,10.1021/acsmedchemlett.1c00244,,95,,
3073,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3074,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3075,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3076,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3077,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3078,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3079,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3080,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3081,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3082,JAK2,,10.1021/acsmedchemlett.1c00245,,,,
3083,BTK,,10.1021/acsmedchemlett.1c00178,68,,Degradation of BTK in Ramos cells after 16 h treatment by ELISA assay,
3084,BTK,,10.1021/acsmedchemlett.1c00178,78,,Degradation of BTK in Ramos cells after 16 h treatment by ELISA assay,
